drama|fixed|Cosmote|35621|2023-05-01|22.51|91.02
drama|fixed|Nova|513|2023-05-01|9.03|48.35
drama|fixed|Vodafone|81085|2023-05-01|17.12|82.67
eleftherio-kordelio|fixed|Cosmote|35621|2023-05-01|21.52|91.51
eleftherio-kordelio|fixed|Nova|513|2023-05-01|13.49|79.85
eleftherio-kordelio|fixed|Vodafone|81085|2023-05-01|26.17|89.81
evosmos|fixed|Cosmote|35621|2023-05-01|31.31|94.18
evosmos|fixed|Inalan|156114|2023-05-01|52.77|221.42
evosmos|fixed|Nova|513|2023-05-01|28.91|79.58
evosmos|fixed|Vodafone|81085|2023-05-01|26.15|83.75
giannitsa|fixed|Cosmote|35621|2023-05-01|32.96|99.12
giannitsa|fixed|Nova|513|2023-05-01|9.11|52.11
giannitsa|fixed|Vodafone|81085|2023-05-01|9.01|44.79
kalamaria|fixed|Cosmote|35621|2023-05-01|42.85|103.72
kalamaria|fixed|HCN|174066|2023-05-01|38.45|261.98
kalamaria|fixed|Nova|513|2023-05-01|27.0|99.11
kalamaria|fixed|Vodafone|81085|2023-05-01|23.26|88.17
katerini|fixed|Cosmote|35621|2023-05-01|15.52|66.87
katerini|fixed|Nova|513|2023-05-01|18.7|70.41
katerini|fixed|Vodafone|81085|2023-05-01|14.08|66.95
kavala|fixed|Cosmote|35621|2023-05-01|25.58|96.99
kavala|fixed|Nova|513|2023-05-01|16.64|69.46
kavala|fixed|Vodafone|81085|2023-05-01|18.68|83.79
kilkis|fixed|Cosmote|35621|2023-05-01|21.74|95.28
kilkis|fixed|HCN|174066|2023-05-01|34.56|209.55
kilkis|fixed|Nova|513|2023-05-01|16.57|84.44
komotini|fixed|Cosmote|35621|2023-05-01|17.07|82.71
komotini|fixed|Nova|513|2023-05-01|22.93|74.21
komotini|fixed|Vodafone|81085|2023-05-01|30.13|92.49
neapoli|fixed|Cosmote|35621|2023-05-01|35.24|94.08
neapoli|fixed|Inalan|156114|2023-05-01|70.85|223.41
neapoli|fixed|Nova|513|2023-05-01|25.14|87.17
neapoli|fixed|Vodafone|81085|2023-05-01|16.15|75.63
panorama|fixed|Cosmote|35621|2023-05-01|40.4|141.34
panorama|fixed|Nova|513|2023-05-01|15.81|91.99
panorama|fixed|Vodafone|81085|2023-05-01|21.99|91.29
pefka|fixed|Cosmote|35621|2023-05-01|26.93|84.01
pefka|fixed|Nova|513|2023-05-01|17.08|69.75
pefka|fixed|Vodafone|81085|2023-05-01|16.53|63.04
peraia|fixed|Cosmote|35621|2023-05-01|35.93|151.59
